gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",North Carolina/NC,24,8700,18
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Missouri/MO,21,5500,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Gasoline Stations,Black or African American alone,"Civilian employed, at work",Missouri/MO,21,50000,50
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Other Schools And Instruction, And Educational Support Services",Black or African American; Some Other Race,"Civilian employed, at work",New York/NY,21,2000,4
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Maryland/MD,21,8000,40
Female,Regular high school diploma,"ENG-Architects, Except Landscape And Naval",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",California/CA,23,50000,40
Female,GED or alternative credential,MGR-General And Operations Managers,EDU-Elementary And Secondary Schools,White; Some Other Race,"Civilian employed, at work",Georgia/GA,24,45000,40
Female,Regular high school diploma,BUS-Project Management Specialists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Illinois/IL,22,16100,0
Female,N/A (less than 3 years old),CMM-Software Developers,TRN-Couriers And Messengers,Chinese alone,"Civilian employed, at work",Massachusetts/MA,20,22000,25
Female,Associate's degree,BUS-Market Research Analysts And Marketing Specialists,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",New York/NY,22,5200,20
Female,7,MED-Registered Nurses,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,Ohio/OH,24,200,0
Female,Associate's degree,MGR-Food Service Managers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Texas/TX,20,31000,36
Female,Bachelor's degree,"SAL-Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,24,0,0
Female,Regular high school diploma,BUS-Human Resources Workers,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White; Some Other Race,Not in Labor Force,Florida/FL,18,6900,30
Female,Professional degree beyond a bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Independent Artists, Writers, And Performers",Asian Indian alone,"Civilian employed, at work",Kentucky/KY,24,17000,40
Female,Regular high school diploma,EDU-Postsecondary Teachers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Unemployed,Mississippi/MS,24,0,0
Female,"1 or more years of college credit, no degree",MGR-Medical And Health Services Managers,SCA-Individual And Family Services,Black or African American alone,"Civilian employed, at work",Arizona/AZ,22,15000,24
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Some Other Race alone,"Civilian employed, at work",California/CA,23,39000,36
Female,12th grade - no diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Employment Services,White alone,Not in Labor Force,Florida/FL,22,0,0
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White; Some Other Race,"Civilian employed, at work",Mississippi/MS,20,12000,20
Female,Associate's degree,MGR-Other Managers,WHL-Paper And Paper Product Merchant Wholesalers,Chinese; Japanese,"Civilian employed, at work",New Jersey/NJ,24,84000,40
Female,Associate's degree,EDU-Elementary And Middle School Teachers,"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",White alone,"Civilian employed, at work",Missouri/MO,18,5400,8
Female,Bachelor's degree,CMM-Other Mathematical Science Occupations,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),American Indian and Alaska Native alone,Not in Labor Force,Pennsylvania/PA,24,10000,0
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,21,300000,40
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,19,1600,0
Female,Regular high school diploma,MGR-Education And Childcare Administrators,"PRF-Advertising, Public Relations, And Related Services",White alone,"Civilian employed, at work",Pennsylvania/PA,20,18000,40
Female,1,"TRN-Packers And Packagers, Hand",ADM-Executive Offices And Legislative Bodies,Asian Indian alone,Not in Labor Force,California/CA,18,0,0
Female,Grade 9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",Black or African American alone,"Civilian employed, at work",Georgia/GA,24,5200,16
Female,Bachelor's degree,HLS-Medical Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New York/NY,23,5500,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Furniture And Home Furnishings Retailers,White alone,"Civilian employed, at work",California/CA,23,30000,35
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Alabama/AL,21,1300,7
Female,Master's degree,PRD-Other Assemblers And Fabricators,"MFG-Aircraft, Aircraft Engine, And Aircraft Parts",White alone,"Civilian employed, at work",Ohio/OH,23,42000,40
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Utah/UT,22,0,0
Female,Associate's degree,HLS-Personal Care Aides,MFG-Miscellaneous Fabricated Metal Product,White alone,"Civilian employed, at work",Florida/FL,19,12500,52
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Maine/ME,24,9600,25
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Individual And Family Services,White alone,Not in Labor Force,New York/NY,20,10000,40
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,California/CA,21,1000,5
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Some Other Race alone,Not in Labor Force,South Carolina/SC,22,4000,20
Female,Regular high school diploma,SAL-Retail Salespersons,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Texas/TX,19,11000,35
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,Not in Labor Force,Maine/ME,19,1000,8
Female,Associate's degree,"CMM-Computer Occupations, All Other",RET-Department Stores,White alone,"Civilian employed, at work",Illinois/IL,20,10000,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",New York/NY,23,14400,20
Female,Regular high school diploma,PRD-Other Assemblers And Fabricators,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Filipino alone,Not in Labor Force,Virginia/VA,20,3500,28
Female,Regular high school diploma,FIN-Tax Preparers,RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Michigan/MI,20,10000,30
Female,4,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Massachusetts/MA,22,12000,30
Female,Grade 9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,19,8000,20
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Texas/TX,23,15400,27
Female,Master's degree,FIN-Accountants And Auditors,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,California/CA,20,6100,40
Female,"1 or more years of college credit, no degree",CON-Structural Iron And Steel Workers,FIN-Nondepository Credit Intermediation And Related Activities,White alone,Not in Labor Force,Utah/UT,21,10000,40
Female,12th grade - no diploma,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",SCA-Child Care Services,White alone,"Civilian employed, at work",California/CA,20,25000,40
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,White; Some Other Race,"Civilian employed, at work",Massachusetts/MA,21,60000,40
Female,Grade 8,EDU-Postsecondary Teachers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",South Carolina/SC,19,12000,25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",American Indian and Alaska Native alone,"Civilian employed, at work",California/CA,18,3000,12
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Filipino alone,Not in Labor Force,Mississippi/MS,19,0,0
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,Black or African American alone,"Civilian employed, at work",Illinois/IL,20,15000,10
Female,"1 or more years of college credit, no degree","MIL-Military, Rank Not Specified",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Rhode Island/RI,20,0,0
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,18,7900,25
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Nevada/NV,23,16000,20
Female,"1 or more years of college credit, no degree",BUS-Market Research Analysts And Marketing Specialists,SRV-Beauty Salons,White alone,"Civilian employed, at work",Illinois/IL,18,20000,25
Female,Regular high school diploma,CON-Painters and Paperhangers,MED-Other Health Care Services,White alone,"Civilian employed, at work",California/CA,22,65000,40
Female,N/A (less than 3 years old),ENT-Coaches and Scouts,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",White alone,"Civilian employed, at work",Minnesota/MN,24,150000,30
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Scenic And Sightseeing Transportation,White alone,Not in Labor Force,Tennessee/TN,19,3000,35
Female,Bachelor's degree,HLS-Nursing Assistants,MED-Outpatient Care Centers,Some Other Race alone,"Civilian employed, with a job but not at work",Pennsylvania/PA,23,12000,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,"Civilian employed, at work",Texas/TX,23,4800,24
Female,1,FIN-Accountants And Auditors,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Michigan/MI,23,30000,40
Female,Master's degree,CLN-Landscaping And Groundskeeping Workers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Some Other Race alone,"Civilian employed, at work",Florida/FL,21,20000,15
Female,Bachelor's degree,MED-Registered Nurses,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,18000,15
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White; Some Other Race,"Armed Forces, At Work",California/CA,20,25000,45
Female,Doctorate degree,OFF-Customer Service Representatives,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,19,0,0
Female,Regular high school diploma,PRD-First-Line Supervisors Of Production And Operating Workers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Washington/WA,20,21300,40
Female,Regular high school diploma,"RPR-Maintenance And Repair Workers, General",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Kansas/KS,20,0,0
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Used Merchandise Retailers,White alone,"Civilian employed, at work",Indiana/IN,22,12000,30
Female,1,"PRS-Personal Care and Service Workers, All Other",RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Ohio/OH,22,30000,35
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,White alone,"Civilian employed, with a job but not at work",Wisconsin/WI,21,23900,40
Female,Regular high school diploma,PRD-Upholsterers,SRV-Other Personal Services,White; Some Other Race,"Civilian employed, at work",New Hampshire/NH,23,24400,40
Female,Grade 11,"SAL-Sales Representatives, Wholesale And Manufacturing",MFG-Plastics Product,White alone,Not in Labor Force,Virginia/VA,22,0,0
Female,Grade 7,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,New York/NY,18,0,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Some Other Race alone,"Civilian employed, at work",Florida/FL,24,5800,25
Female,Bachelor's degree,PRS-Childcare Workers,SRV-Other Personal Services,White alone,"Civilian employed, at work",California/CA,20,12000,25
Female,Master's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,20,0,0
Female,1,MED-Registered Nurses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Florida/FL,18,0,0
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Indiana/IN,21,12000,20
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",California/CA,20,18000,30
Female,Associate's degree,CMM-Software Developers,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",Washington/WA,23,45000,40
Female,"Some college, but less than 1 year",SAL-Retail Salespersons,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",Black or African American alone,Not in Labor Force,Kansas/KS,24,6000,32
Female,Associate's degree,MED-Dental Hygienists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Missouri/MO,23,12200,0
Female,2,MGR-Other Managers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,California/CA,18,3500,40
Female,Grade 11,HLS-Nursing Assistants,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Virginia/VA,23,30010,40
Female,Associate's degree,MED-Physicians,FIN-Nondepository Credit Intermediation And Related Activities,White alone,Not in Labor Force,Texas/TX,18,3000,40
Female,6,MGR-Purchasing Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Pennsylvania/PA,20,8200,35
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New York/NY,18,6000,10
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Tennessee/TN,22,3000,20
Female,GED or alternative credential,"MGR-Farmers, Ranchers, And Other Agricultural Managers",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Ohio/OH,24,50000,40
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Computer Systems Design And Related Services,White alone,Not in Labor Force,Alabama/AL,20,5800,40
Female,"1 or more years of college credit, no degree",MGR-General And Operations Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Other Pacific Islander alone,"Civilian employed, at work",Indiana/IN,19,4000,15
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Department Stores,White alone,"Civilian employed, at work",Tennessee/TN,20,8300,70
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Indiana/IN,20,12000,20
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Computer Systems Design And Related Services,Chinese alone,"Civilian employed, at work",California/CA,18,80,1
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Veterinary Services,White alone,"Civilian employed, at work",Texas/TX,22,28800,40
Female,Master's degree,CMM-Computer Support Specialists,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Florida/FL,18,2000,30
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",California/CA,20,8200,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",South Dakota/SD,21,30000,20
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Gift, Novelty, And Souvenir Retailers",White; Black or African American,"Civilian employed, at work",New Jersey/NJ,23,4100,8
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Ohio/OH,21,20000,30
Female,Bachelor's degree,EAT-Waiters And Waitresses,SRV-Other Personal Services,Chinese alone,"Civilian employed, at work",Illinois/IL,21,25700,40
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,Not in Labor Force,Arkansas/AR,20,5800,0
Female,Regular high school diploma,"EAT-Food Servers, Nonrestaurant","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,19,7050,12
Female,Associate's degree,SCI-Other Psychologists,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Pennsylvania/PA,18,1300,10
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,22,5400,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Convenience Retailers And Vending Machine Operators,White alone,"Civilian employed, at work",New York/NY,19,720,15
Female,8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oregon/OR,18,12000,15
Female,Master's degree,MED-Physical Therapists,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Texas/TX,19,3000,20
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Texas/TX,20,6500,20
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Maryland/MD,19,5500,12
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Other Personal Services,White alone,"Civilian employed, at work",Texas/TX,18,18400,30
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,19,0,0
Female,"1 or more years of college credit, no degree",CON-Carpenters,MED-Other Health Care Services,White alone,"Civilian employed, with a job but not at work",New York/NY,20,60000,40
Female,Regular high school diploma,FFF-Fishing And Hunting Workers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White; Some Other Race,"Civilian employed, at work",North Carolina/NC,18,24000,35
Female,Regular high school diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Oklahoma/OK,19,2000,3
Female,Regular high school diploma,"SAL-Sales And Related Workers, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Pennsylvania/PA,23,17700,36
Female,GED or alternative credential,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Filipino alone,"Civilian employed, at work",Ohio/OH,21,11000,25
Female,N/A (less than 3 years old),MGR-Chief Executives And Legislators,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Black or African American; Chinese,"Civilian employed, at work",Texas/TX,21,26400,40
Female,Master's degree,CON-Carpenters,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Mississippi/MS,19,0,0
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,Some Other Race alone,"Civilian employed, at work",Indiana/IN,19,14000,18
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Oregon/OR,18,0,0
Female,7,MGR-Construction Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Oregon/OR,21,1000,20
Female,Grade 8,EAT-Food Preparation Workers,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,California/CA,20,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Aircraft, Aircraft Engine, And Aircraft Parts",Asian Indian alone,"Civilian employed, with a job but not at work",California/CA,24,8000,40
Female,Regular high school diploma,EAT-Cooks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,22,0,0
Female,"1 or more years of college credit, no degree","MGR-Property, Real Estate, And Community Association Managers",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Wisconsin/WI,24,52000,40
Female,2,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Ohio/OH,20,0,0
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Some Other Race alone,"Civilian employed, at work",Texas/TX,21,10000,35
Female,"1 or more years of college credit, no degree","OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Wisconsin/WI,24,32000,40
Female,Bachelor's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oregon/OR,21,1300,25
Female,Associate's degree,CON-Electricians,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Hampshire/NH,18,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Virginia/VA,22,1600,7
Female,N/A (less than 3 years old),RPR-Industrial And Refractory Machinery Mechanics,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,North Carolina/NC,21,0,0
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",North Carolina/NC,19,6500,20
Female,Bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,RET-Furniture And Home Furnishings Retailers,White alone,"Civilian employed, at work",Maryland/MD,22,30000,40
Female,"1 or more years of college credit, no degree",EDU-Teaching Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Connecticut/CT,22,0,0
Female,1,"OFF-Eligibility Interviewers, Government Programs",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0
Female,Doctorate degree,OFF-Receptionists And Information Clerks,SRV-Beauty Salons,White alone,"Civilian employed, at work",Idaho/ID,24,20000,40
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Texas/TX,19,20000,20
Female,"Some college, but less than 1 year",MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",Connecticut/CT,21,2700,20
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Michigan/MI,18,2400,40
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Unemployed,Ohio/OH,18,0,0
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Virginia/VA,21,25000,40
Female,Regular high school diploma,EDU-Secondary School Teachers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,Colorado/CO,23,0,0
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Army,White alone,Not in Labor Force,Ohio/OH,24,28500,0
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,20,0,0
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Idaho/ID,18,6000,25
