gender,educational_attainment,occupation,industry,race,employment_status,state,age,annual_income_usd,weekly_work_hours,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
Female,Associate's degree,HLS-Personal Care Aides,MFG-Miscellaneous Fabricated Metal Product,White alone,"Civilian employed, at work",Florida/FL,19,12500,52,2.29,9.45,3.16,8.4,3.66
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Maine/ME,24,9600,25,6.72,3.83,1.83,9.97,6.82
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SCA-Individual And Family Services,White alone,Not in Labor Force,New York/NY,20,10000,40,6.18,5.03,4.02,0.18,6.46
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),White alone,Not in Labor Force,California/CA,21,1000,5,3.58,2.44,6.66,3.41,5.32
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Couriers And Messengers,Some Other Race alone,Not in Labor Force,South Carolina/SC,22,4000,20,1.14,4.1,2.36,9.61,3.81
Female,Regular high school diploma,SAL-Retail Salespersons,RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Texas/TX,19,11000,35,6.72,1.24,7.48,2.8,8.55
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,Not in Labor Force,Maine/ME,19,1000,8,5.2,3.55,5.37,1.54,9.71
Female,Associate's degree,"CMM-Computer Occupations, All Other",RET-Department Stores,White alone,"Civilian employed, at work",Illinois/IL,20,10000,20,7.72,7.05,2.69,5.39,2.58
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",New York/NY,23,14400,20,5.2,8.16,3.24,7.2,7.23
Female,Regular high school diploma,PRD-Other Assemblers And Fabricators,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Filipino alone,Not in Labor Force,Virginia/VA,20,3500,28,8.52,0.54,4.61,1.65,3.26
Female,Regular high school diploma,FIN-Tax Preparers,RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Michigan/MI,20,10000,30,5.52,5.37,3.97,0.26,1.58
Female,4,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Massachusetts/MA,22,12000,30,5.61,3.48,2.89,8.53,9.94
Female,Grade 9,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",California/CA,19,8000,20,8.77,9.27,2.36,5.05,3.07
Female,Grade 7,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Texas/TX,23,15400,27,4.03,7.24,3.05,8.6,6.12
Female,Master's degree,FIN-Accountants And Auditors,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,California/CA,20,6100,40,1.34,7.73,1.05,7.76,4.51
Female,"1 or more years of college credit, no degree",CON-Structural Iron And Steel Workers,FIN-Nondepository Credit Intermediation And Related Activities,White alone,Not in Labor Force,Utah/UT,21,10000,40,0.29,9.23,3.11,6.36,3.89
Female,12th grade - no diploma,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",SCA-Child Care Services,White alone,"Civilian employed, at work",California/CA,20,25000,40,7.55,5.2,0.21,5.33,7.36
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,White; Some Other Race,"Civilian employed, at work",Massachusetts/MA,21,60000,40,6.2,8.09,9.54,5.6,0.24
Female,Grade 8,EDU-Postsecondary Teachers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",South Carolina/SC,19,12000,25,7.04,2.31,9.96,1.3,4.79
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",American Indian and Alaska Native alone,"Civilian employed, at work",California/CA,18,3000,12,2.13,9.87,2.31,9.56,9.07
Female,N/A (less than 3 years old),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Filipino alone,Not in Labor Force,Mississippi/MS,19,0,0,1.36,9.01,3.59,7.05,9.45
Female,GED or alternative credential,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,Black or African American alone,"Civilian employed, at work",Illinois/IL,20,15000,10,0.15,2.34,5.47,5.42,3.92
Female,"1 or more years of college credit, no degree","MIL-Military, Rank Not Specified",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Rhode Island/RI,20,0,0,3.51,4.3,9.01,2.77,0.23
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Texas/TX,18,7900,25,5.9,6.8,8.57,9.61,8.06
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Nevada/NV,23,16000,20,3.92,5.93,2.94,6.9,1.15
Female,"1 or more years of college credit, no degree",BUS-Market Research Analysts And Marketing Specialists,SRV-Beauty Salons,White alone,"Civilian employed, at work",Illinois/IL,18,20000,25,4.37,7.44,8.09,9.18,4.96
Female,Regular high school diploma,CON-Painters and Paperhangers,MED-Other Health Care Services,White alone,"Civilian employed, at work",California/CA,22,65000,40,9.04,8.76,0.59,7.4,1.04
Female,N/A (less than 3 years old),ENT-Coaches and Scouts,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",White alone,"Civilian employed, at work",Minnesota/MN,24,150000,30,3.48,9.57,7.92,1.48,6.1
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRN-Scenic And Sightseeing Transportation,White alone,Not in Labor Force,Tennessee/TN,19,3000,35,5.14,7.41,3.57,8.1,5.22
Female,Bachelor's degree,HLS-Nursing Assistants,MED-Outpatient Care Centers,Some Other Race alone,"Civilian employed, with a job but not at work",Pennsylvania/PA,23,12000,20,7.84,4.73,3.16,1.18,7.04
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-Residential Care Facilities, Except Skilled Nursing Facilities",White alone,"Civilian employed, at work",Texas/TX,23,4800,24,3.97,6.88,3.82,3.86,6.75
Female,1,FIN-Accountants And Auditors,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Michigan/MI,23,30000,40,6.22,5.51,2.04,5.8,5.92
Female,Master's degree,CLN-Landscaping And Groundskeeping Workers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Some Other Race alone,"Civilian employed, at work",Florida/FL,21,20000,15,8.62,8.26,8.49,7.62,5.48
Female,Bachelor's degree,MED-Registered Nurses,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Florida/FL,22,18000,15,9.5,5.92,9.73,6.97,8.37
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Marines,White; Some Other Race,"Armed Forces, At Work",California/CA,20,25000,45,1.47,5.69,1.72,2.26,7.19
Female,Doctorate degree,OFF-Customer Service Representatives,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,19,0,0,9.27,8.82,9.39,6.81,6.93
Female,Regular high school diploma,PRD-First-Line Supervisors Of Production And Operating Workers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",Washington/WA,20,21300,40,4.92,9.0,1.81,4.04,6.27
Female,Regular high school diploma,"RPR-Maintenance And Repair Workers, General",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Kansas/KS,20,0,0,2.58,7.56,7.54,6.07,9.48
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Used Merchandise Retailers,White alone,"Civilian employed, at work",Indiana/IN,22,12000,30,4.59,1.12,1.57,1.36,9.21
Female,1,"PRS-Personal Care and Service Workers, All Other",RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Ohio/OH,22,30000,35,9.8,1.3,4.24,4.67,2.83
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MED-Outpatient Care Centers,White alone,"Civilian employed, with a job but not at work",Wisconsin/WI,21,23900,40,4.93,2.01,2.35,9.58,0.22
Female,Regular high school diploma,PRD-Upholsterers,SRV-Other Personal Services,White; Some Other Race,"Civilian employed, at work",New Hampshire/NH,23,24400,40,3.29,2.34,1.95,8.14,3.48
Female,Grade 11,"SAL-Sales Representatives, Wholesale And Manufacturing",MFG-Plastics Product,White alone,Not in Labor Force,Virginia/VA,22,0,0,6.33,8.82,6.89,8.15,0.65
Female,Grade 7,"PRD-Miscellaneous Production Workers, Including Equipment Operators And Tenders","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,New York/NY,18,0,0,2.4,7.04,0.64,2.91,0.81
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Management, Scientific, And Technical Consulting Services",Some Other Race alone,"Civilian employed, at work",Florida/FL,24,5800,25,0.76,4.22,8.27,8.13,0.05
Female,Bachelor's degree,PRS-Childcare Workers,SRV-Other Personal Services,White alone,"Civilian employed, at work",California/CA,20,12000,25,1.29,1.03,6.26,4.85,8.63
Female,Master's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Minnesota/MN,20,0,0,1.28,5.03,4.92,1.18,1.34
Female,1,MED-Registered Nurses,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Black or African American alone,Not in Labor Force,Florida/FL,18,0,0,1.52,7.79,2.91,9.18,5.97
Female,Regular high school diploma,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Indiana/IN,21,12000,20,1.39,5.75,4.36,0.12,3.76
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",California/CA,20,18000,30,6.41,6.3,8.51,2.61,4.82
Female,Associate's degree,CMM-Software Developers,MED-Outpatient Care Centers,White alone,"Civilian employed, at work",Washington/WA,23,45000,40,1.82,0.82,3.11,5.2,0.99
Female,"Some college, but less than 1 year",SAL-Retail Salespersons,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",Black or African American alone,Not in Labor Force,Kansas/KS,24,6000,32,3.46,1.12,3.38,9.88,3.19
Female,Associate's degree,MED-Dental Hygienists,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Missouri/MO,23,12200,0,8.97,5.99,4.05,9.36,9.76
Female,2,MGR-Other Managers,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,California/CA,18,3500,40,4.74,2.34,4.18,9.31,9.88
Female,Grade 11,HLS-Nursing Assistants,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",White alone,"Civilian employed, at work",Virginia/VA,23,30010,40,6.68,8.74,1.82,3.51,7.49
Female,Associate's degree,MED-Physicians,FIN-Nondepository Credit Intermediation And Related Activities,White alone,Not in Labor Force,Texas/TX,18,3000,40,1.72,7.47,8.92,8.36,2.69
Female,6,MGR-Purchasing Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Pennsylvania/PA,20,8200,35,1.92,3.64,8.23,2.38,5.29
Female,1,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",New York/NY,18,6000,10,0.41,9.15,5.56,2.12,4.83
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Tennessee/TN,22,3000,20,1.69,5.54,1.46,7.11,6.04
Female,GED or alternative credential,"MGR-Farmers, Ranchers, And Other Agricultural Managers",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Ohio/OH,24,50000,40,2.79,6.95,9.36,7.55,0.45
Female,Grade 10,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Computer Systems Design And Related Services,White alone,Not in Labor Force,Alabama/AL,20,5800,40,1.77,4.6,2.43,1.61,4.65
Female,"1 or more years of college credit, no degree",MGR-General And Operations Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Other Pacific Islander alone,"Civilian employed, at work",Indiana/IN,19,4000,15,0.89,3.86,3.71,6.9,3.95
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Department Stores,White alone,"Civilian employed, at work",Tennessee/TN,20,8300,70,1.21,1.58,5.87,0.77,8.07
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,Not in Labor Force,Indiana/IN,20,12000,20,4.61,7.51,9.37,3.16,4.84
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Computer Systems Design And Related Services,Chinese alone,"Civilian employed, at work",California/CA,18,80,1,2.06,8.22,5.46,9.4,6.75
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),PRF-Veterinary Services,White alone,"Civilian employed, at work",Texas/TX,22,28800,40,3.64,1.76,2.4,1.87,6.15
Female,Master's degree,CMM-Computer Support Specialists,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,"Civilian employed, at work",Florida/FL,18,2000,30,5.03,1.4,9.64,9.94,9.06
Female,Grade 11,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,"Civilian employed, at work",California/CA,20,8200,20,6.9,5.55,5.44,9.27,8.4
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",White alone,"Civilian employed, at work",South Dakota/SD,21,30000,20,0.39,6.77,5.11,2.35,3.39
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Gift, Novelty, And Souvenir Retailers",White; Black or African American,"Civilian employed, at work",New Jersey/NJ,23,4100,8,7.99,5.39,6.69,4.37,3.63
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Ohio/OH,21,20000,30,6.28,2.91,6.84,4.16,9.33
Female,Bachelor's degree,EAT-Waiters And Waitresses,SRV-Other Personal Services,Chinese alone,"Civilian employed, at work",Illinois/IL,21,25700,40,0.82,9.58,4.66,1.25,8.07
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,Not in Labor Force,Arkansas/AR,20,5800,0,8.74,9.74,5.6,2.41,7.92
Female,Regular high school diploma,"EAT-Food Servers, Nonrestaurant","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Texas/TX,19,7050,12,9.21,8.04,3.48,7.32,8.91
Female,Associate's degree,SCI-Other Psychologists,"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Pennsylvania/PA,18,1300,10,0.61,1.67,7.48,9.5,1.36
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,22,5400,0,2.77,3.79,0.08,8.94,3.96
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Convenience Retailers And Vending Machine Operators,White alone,"Civilian employed, at work",New York/NY,19,720,15,8.06,5.77,9.52,4.58,2.28
Female,8,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oregon/OR,18,12000,15,7.48,5.51,6.28,3.84,6.22
Female,Master's degree,MED-Physical Therapists,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Texas/TX,19,3000,20,1.85,0.84,7.08,5.34,6.29
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Texas/TX,20,6500,20,2.09,0.17,5.7,0.11,7.56
Female,Regular high school diploma,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Clothing And Clothing Accessories Retailers,White alone,"Civilian employed, at work",Maryland/MD,19,5500,12,3.7,1.89,9.12,8.23,9.76
Female,"Some college, but less than 1 year",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Other Personal Services,White alone,"Civilian employed, at work",Texas/TX,18,18400,30,4.85,7.87,8.11,7.03,2.25
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Jersey/NJ,19,0,0,6.18,1.22,3.43,1.75,0.58
Female,"1 or more years of college credit, no degree",CON-Carpenters,MED-Other Health Care Services,White alone,"Civilian employed, with a job but not at work",New York/NY,20,60000,40,3.69,0.25,5.47,6.72,6.72
Female,Regular high school diploma,FFF-Fishing And Hunting Workers,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White; Some Other Race,"Civilian employed, at work",North Carolina/NC,18,24000,35,4.63,8.74,7.61,8.42,2.52
Female,Regular high school diploma,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","ENT-Food Services And Drinking Places, except Alcoholic Beverages",Black or African American alone,Not in Labor Force,Oklahoma/OK,19,2000,3,7.47,3.23,2.56,2.07,6.45
Female,Regular high school diploma,"SAL-Sales And Related Workers, All Other",MED-Nursing Care Facilities (Skilled Nursing Facilities),White alone,"Civilian employed, at work",Pennsylvania/PA,23,17700,36,0.37,8.23,6.07,4.8,3.19
Female,GED or alternative credential,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Filipino alone,"Civilian employed, at work",Ohio/OH,21,11000,25,2.52,9.84,7.04,3.45,2.3
Female,N/A (less than 3 years old),MGR-Chief Executives And Legislators,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",Black or African American; Chinese,"Civilian employed, at work",Texas/TX,21,26400,40,7.13,8.75,8.13,2.52,9.87
Female,Master's degree,CON-Carpenters,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Mississippi/MS,19,0,0,8.95,9.1,4.14,5.89,6.71
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),SRV-Nail Salons And Other Personal Care Services,Some Other Race alone,"Civilian employed, at work",Indiana/IN,19,14000,18,5.12,6.23,6.94,9.21,9.04
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Oregon/OR,18,0,0,5.32,6.92,9.63,3.89,1.45
Female,7,MGR-Construction Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Oregon/OR,21,1000,20,1.07,6.45,8.22,9.18,0.25
Female,Grade 8,EAT-Food Preparation Workers,"EDU-Other Schools And Instruction, And Educational Support Services",White alone,Not in Labor Force,California/CA,20,0,0,4.47,8.01,2.3,0.99,4.32
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Aircraft, Aircraft Engine, And Aircraft Parts",Asian Indian alone,"Civilian employed, with a job but not at work",California/CA,24,8000,40,5.33,7.58,9.4,5.46,6.22
Female,Regular high school diploma,EAT-Cooks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Oklahoma/OK,22,0,0,2.42,3.4,6.8,3.11,5.93
Female,"1 or more years of college credit, no degree","MGR-Property, Real Estate, And Community Association Managers",EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Wisconsin/WI,24,52000,40,2.69,4.6,3.1,3.9,2.53
Female,2,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",White alone,Unemployed,Ohio/OH,20,0,0,3.77,7.91,0.06,7.96,6.17
Female,Doctorate degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,Some Other Race alone,"Civilian employed, at work",Texas/TX,21,10000,35,0.2,1.63,0.96,5.39,3.21
Female,"1 or more years of college credit, no degree","OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Wisconsin/WI,24,32000,40,3.22,4.29,1.1,0.96,0.37
Female,Bachelor's degree,"TRN-Laborers And Freight, Stock, And Material Movers, Hand","ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Oregon/OR,21,1300,25,2.11,4.49,0.1,5.67,4.17
Female,Associate's degree,CON-Electricians,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,New Hampshire/NH,18,0,0,3.27,1.21,8.56,4.88,4.8
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",Virginia/VA,22,1600,7,1.2,9.99,2.99,3.74,2.27
Female,N/A (less than 3 years old),RPR-Industrial And Refractory Machinery Mechanics,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,North Carolina/NC,21,0,0,8.91,7.99,6.88,2.6,1.8
Female,2,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",White alone,"Civilian employed, at work",North Carolina/NC,19,6500,20,5.94,8.27,1.54,5.34,5.52
Female,Bachelor's degree,SAL-First-Line Supervisors Of Retail Sales Workers,RET-Furniture And Home Furnishings Retailers,White alone,"Civilian employed, at work",Maryland/MD,22,30000,40,6.79,0.0,8.73,8.15,4.58
Female,"1 or more years of college credit, no degree",EDU-Teaching Assistants,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Connecticut/CT,22,0,0,7.89,6.54,2.29,4.87,5.62
Female,1,"OFF-Eligibility Interviewers, Government Programs",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,California/CA,18,0,0,4.98,1.21,5.53,7.03,6.99
Female,Doctorate degree,OFF-Receptionists And Information Clerks,SRV-Beauty Salons,White alone,"Civilian employed, at work",Idaho/ID,24,20000,40,0.87,0.48,4.95,1.3,7.06
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",White alone,"Civilian employed, at work",Texas/TX,19,20000,20,5.37,5.21,3.13,6.7,9.01
Female,"Some college, but less than 1 year",MGR-Other Managers,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",Black or African American alone,"Civilian employed, at work",Connecticut/CT,21,2700,20,5.87,7.04,1.27,6.82,0.69
Female,Associate's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Pharmacies And Drug Retailers,White alone,"Civilian employed, at work",Michigan/MI,18,2400,40,7.45,1.26,3.75,6.14,3.76
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Unemployed,Ohio/OH,18,0,0,4.32,2.03,5.65,4.47,1.87
Female,"1 or more years of college credit, no degree",N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),RET-Supermarkets And Other Grocery (Except Convenience) Retailers,White alone,"Civilian employed, at work",Virginia/VA,21,25000,40,1.28,2.22,6.08,2.79,1.87
Female,Regular high school diploma,EDU-Secondary School Teachers,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",White alone,Not in Labor Force,Colorado/CO,23,0,0,2.84,10.0,0.52,2.5,6.89
Female,3,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),MIL-U.S. Army,White alone,Not in Labor Force,Ohio/OH,24,28500,0,3.63,4.89,9.5,5.24,9.56
Female,Master's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),White alone,Not in Labor Force,Texas/TX,20,0,0,6.46,6.83,4.66,2.54,1.83
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,"Civilian employed, at work",Idaho/ID,18,6000,25,5.71,4.97,8.32,6.9,4.9
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Other Amusement, Gambling, And Recreation Industries",White alone,Not in Labor Force,Texas/TX,22,1200,12,3.56,5.02,7.72,5.83,6.92
Female,Associate's degree,OFF-Receptionists And Information Clerks,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),Asian Indian alone,Not in Labor Force,California/CA,19,0,0,9.87,9.29,9.9,2.79,9.86
Female,"1 or more years of college credit, no degree",MGR-Industrial Production Managers,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",South Carolina/SC,18,13000,24,6.06,0.73,9.32,1.13,5.2
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"ENT-Food Services And Drinking Places, except Alcoholic Beverages",White alone,"Civilian employed, at work",Illinois/IL,22,30000,40,2.37,5.67,7.08,4.51,5.54
Female,5,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),EDU-Elementary And Secondary Schools,White alone,"Civilian employed, at work",Hawaii/HI,22,12000,40,1.02,9.26,7.45,6.97,6.02
Female,Bachelor's degree,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),"MFG-Machine Shops; Turned Product; Screw, Nut, And Bolt",White; Some Other Race,"Civilian employed, at work",Florida/FL,22,15000,6,1.53,5.37,4.26,9.39,6.32
